resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,headerSect 8,weekDay 3,weekDay 4,alignC,weekDay 10,alignC 4,weekDay 18,extraTxt 11,extraTxt 12,weekDay href,extraTxt 13,legendControl 4,legendControl 5,enConDesc,enConList,enConList 2,dayInfo 28,dayInfo 29,dayInfo 30,weekDay href 4
SMC,Book and Media Internship,BMS386H1-S,Timetable instructions,Note:,"For ""E"" indicator courses, please contact the SMC Program Administrator, Stephanie Taylor at sm.taylor@utoronto.ca or 416-926-7256 (50 St. Joseph Street, Odette Hall, Room 020, St. Michael's College).",Credit is offered to a student doing an internship with a media organization. A faculty supervisor assesses and assigns the necessary written component cognate to the internship. Application forms are available from the SMC Principal's Office. Not eligible for CR/NCR option.,Enrolment in this course is intended for Book and Media Studies students not enrolled in the Arts & Science Internship (ASIP) stream of the program.,Prerequisite:,"(BMS100H1, BMS200Y1, BMS201H1) or SMC219Y1, and written permission of Program Coordinator and Director",Exclusion:,SMC386H1,Distribution Requirement:,Room,LEC0101,,—,,,—,,of  available,9999,9999,No,In Person,,,,,,—,,Humanities,Breadth Requirement:,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
SPA,Literary Landscapes of the Mexican Revolution,SPA386H1-F,,,,"Examines cultural production, including short stories, novels, films and paintings surrounding the socio-political transformations of the revolutionary period. Readings and discussion emphasize general concepts of the landscape, as a visual and spatial mode of interpreting relationships between human subjects, and between these subjects and the territory they occupy. (Offered every three years)",SPA120Y1 or SPA220Y1 or SPA219Y1 or Permission of the Department,Prerequisite:,SPA258H1,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,Thursday,—,11:00,13:00,VC 206,"Antebi, S.",of  available,19,30,Yes: 0 student,In Person,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494602,,,,,,,,,,
SMC,Advertising and Media,BMS387H1-F,,,,"This course presents a critical media studies approach to advertising and consumer culture, past and present. Advertising, marketing, branding, and promotion play a central role in capitalist societies and media industries, reflecting and refracting dominant cultural attitudes and ideologies. How does advertising shape what and how we consume? What are its social, cultural, economic, and environmental impacts? Students will learn to analyze the form, content, and ideology of advertisements, and think critically about the advertising they are subjected to in everyday life.","(BMS100H1, BMS200Y1, BMS201H1) or SMC219Y1",Prerequisite:,SMC387H1,Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Monday,—,10:00,12:00,CR 405,"Whitehead, J.",of  available,0,68,Yes: 0 student,In Person,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494580,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1300 MA BOOK & MEDIA STUDIES,ASMIN1300 MI BOOK & MEDIA STUDIES,,,,
SPA,Central American Literature: Narratives of War,SPA389H1-F,,,,"The 70s and 80s represent a period of armed struggle, civil war, and revolution in most of Central America. Through the study of specific novels, short stories, and films, this course analyzes the representation of violence, and the political repression generated by military conflicts. (Offered every three years)",SPA120Y1  or SPA220Y1 or SPA219Y1 or Permission of the Department,Prerequisite:,SPA258H1,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,Tuesday,—,10:00,12:00,VC 304,"Ramirez-Salazar, M.",of  available,17,30,Yes: 0 student,In Person,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494602,,,,,,,,,,
STAT,Professional Experience in Actuarial Science,ACT390H1-F,Delivery instructions,Note:,"Lectures will be delivered online and tests tutorials and office hours will be offered in-person.  Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.","The professional experience is a mandatory course in the actuarial science Specialist program, in preparation for an internship work term after the PE course is completed. It includes various professional skill workshops, networking activities and an invited industry speaker series. (No tuition fee associated, however an ancillary fee of $550 will be assessed towards Professional Experience preparatory program costs.)",Enrolment in the Actuarial Science Specialist.,Prerequisite:,Science,Distribution Requirement:,,,Room,LEC0101,Friday,—,10:00,12:00,HS 106,"Broverman, S.",of  available,10,40,No,In Person (See Delivery Instructions.),,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494459,It is strongly recommended that students have a computer with a microphone and camera in order to participate in any online components of this course.,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASSPE0608 SP ACTUARIAL SCIENCE,,,,,
SMC,Independent Studies in Christianity and Culture,CHC390Y1-Y,Timetable instructions,Note:,"For ""E"" indicator courses, please contact the SMC Program Administrator, Stephanie Taylor at sm.taylor@utoronto.ca or 416-926-7256 (50 St. Joseph Street, Odette Hall, Room 020, St. Michael's College).",An independent research project to be proposed by the student and supervised by a Christianity and Culture faculty member. Application forms are available from the SMC Principal's Office. Not eligible for CR/NCR option.,Completion of 4.0 credits and written approval of Program Coordinator and Director,Prerequisite:,Humanities,Distribution Requirement:,,,,LEC0101,,—,,,—,,of  available,9999,9999,No,In Person,,,—,,,—,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
STAT,Professional Internship,ACT391H1-F,Timetable instructions,Note:,"For “E” indicator courses: students should obtain an application form from Priya Sivathason, ug.actsci@utoronto.ca at the Department of Statistical Sciences, 700 University Avenue, Room 9160-6, Toronto, Ontario, M5G 1Z5.","Internship course for students enrolled in the Actuarial Science Specialist, fulfilled as a 12-week work term in a workplace related to actuarial science in third or fourth year. ACT390H1 must be completed first in preparation. Contact Department for more information. (No tuition fee associated, however an ancillary fee of $720 will be assessed towards Professional Experience placement.)",ACT390H1,Prerequisite:,,,,,Room,LEC0101,,—,,,—,"Broverman, S.",of  available,25,30,No,In Person,,,,,,,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
STAT,Professional Internship,ACT391H1-S,Timetable instructions,Note:,"For “E” indicator courses: students should obtain an application form from Priya Sivathason, ug.actsci@utstat.utoronto.ca at the Department of Statistical Sciences, 700 University Avenue, Room 9160-6, Toronto, Ontario, M5G 1Z5.","Internship course for students enrolled in the Actuarial Science Specialist, fulfilled as a 12-week work term in a workplace related to actuarial science in third or fourth year. ACT390H1 must be completed first in preparation. Contact Department for more information. (No tuition fee associated, however an ancillary fee of $720 will be assessed towards Professional Experience placement.)",ACT390H1,Prerequisite:,,,,,Room,LEC0101,,—,,,—,"Broverman, S.",of  available,9999,9999,No,In Person,,,,,,,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,ASSPE0608 SP ACTUARIAL SCIENCE,,,,,
SMC,Independent Studies in Christianity and Culture,CHC391H1-F,Timetable instructions,Note:,"For ""E"" indicator courses, please contact the SMC Program Administrator, Stephanie Taylor at sm.taylor@utoronto.ca or 416-926-7256 (50 St. Joseph Street, Odette Hall, Room 020, St. Michael's College).",An independent research project to be proposed by the student and supervised by a Christianity and Culture faculty member. Application forms are available from the SMC Principal's Office. Not eligible for CR/NCR option.,Completion of 4.0 credits and written approval of Program Coordinator and Director,Prerequisite:,Humanities,Distribution Requirement:,,,Room,LEC0101,,—,,,—,,of  available,9997,9999,No,In Person,,,,,,—,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
SMC,Independent Studies in Christianity and Culture,CHC391H1-S,Timetable instructions,Note:,"For ""E"" indicator courses, please contact the SMC Program Administrator, Stephanie Taylor at sm.taylor@utoronto.ca or 416-926-7256 (50 St. Joseph Street, Odette Hall, Room 020, St. Michael's College).",An independent research project to be proposed by the student and supervised by a Christianity and Culture faculty member. Application forms are available from the SMC Principal's Office. Not eligible for CR/NCR option.,Completion of 4.0 credits and written approval of Program Coordinator and Director,Prerequisite:,Humanities,Distribution Requirement:,,,Room,LEC0101,,—,,,—,,of  available,9999,9999,No,In Person,,,,,,—,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
SMC,Media Identities,BMS392H1-F,Delivery instructions,Note:,"Lectures will be pre-recorded and delivered online asynchronously, learning is self-paced and not reliant on a meeting schedule. Opportunities for class discussions via live webinars will be made available and are optional. Students need the ability to use power point and BB Collaborate.","An exploration of media’s influence on the constructions and representation of identity and power relations across race, gender and class in individual and collective spheres. Applies a social justice and intersectional framework to media technologies and industries in order to expose socio-political influence on identity and to position media consumption and production as potential vehicles for restorative mediations of marginalized identities.","(BMS100H1, BMS200Y1, BMS201H1) or SMC219Y1",Prerequisite:,SMC392H1,Exclusion:,Humanities,Distribution Requirement:,Room,LEC9901,2.0 hours / week,,,,—,"Gildea, I.",of  available,0,68,Yes: 0 student,Asynchronous (See Delivery Instructions.),,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1300 MA BOOK & MEDIA STUDIES,ASMIN1300 MI BOOK & MEDIA STUDIES,,,,
SMC,Independent Study in Book and Media Studies,BMS394H1-F,Timetable instructions,Note:,"For ""E"" indicator courses, please contact the SMC Program Administrator, Stephanie Taylor at sm.taylor@utoronto.ca or 416-926-7256 (50 St. Joseph Street, Odette Hall, Room 020, St. Michael's College).",An independent research project to be proposed by the student and supervised by a full-time faculty member affiliated with the Book and Media Studies Program. Application forms are available from the SMC Principal's Office. Not eligible for CR/NCR option.,"(BMS100H1, BMS200Y1, BMS201H1) or SMC219Y1, and written approval of the Program Coordinator and  Director",Prerequisite:,Humanities,Distribution Requirement:,,,Room,LEC0101,,—,,,—,,of  available,9999,9999,No,In Person,,,,,,—,,,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
