resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 14,extraTxt 15,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay 3,weekDay href,weekDay 4,weekDay href 2,weekDay 5,weekDay href 3,weekDay 6,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 4,legendControl 5,enConDesc,enConList,weekDay 7,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 8,dayInfo 10,dayInfo 11,dayInfo 12,weekDay 9,weekDay 10,weekDay 11,headerSect 13,headerSect 14,headerSect 15,headerSect 16,headerSect 17,headerSect 18,colCode 3,weekDay 13,dayInfo 13,dayInfo 14,dayInfo 15,dayInfo 16,dayInfo 17,dayInfo 18,weekDay href 9,weekDay href 10,colAvail 3,numCurr 3,numTot 3,numWait 3,onlineMeeting 3,headerSect 19,headerSect 20,headerSect 21,headerSect 22,headerSect 23,headerSect 24,colCode 4,weekDay 22,colAvail 4,numCurr 4,numTot 4,numWait 4,onlineMeeting 4,headerSect 25,headerSect 26,headerSect 27,headerSect 28,headerSect 29,headerSect 30,colCode 5,colAvail 5,numCurr 5,numTot 5,numWait 5,onlineMeeting 5,headerSect 31,headerSect 32,headerSect 33,headerSect 34,headerSect 35,colCode 6,colAvail 6,numCurr 6,numTot 6,numWait 6,onlineMeeting 6,headerSect 37,headerSect 38,headerSect 39,headerSect 40,headerSect 49,alignC,alignC 2,alignC 3,alignC 5,extraTxt 16
IHPST,Special Research Opportunity in History of Technology,HPS483H1-S,,,,"This course offers advanced undergraduate students the opportunity to undertake original research into the history of the natural or physical sciences, under the guidance of a faculty mentor.",Permission of instructor,Preparation with instructor,Prerequisite:,"Humanities, Science",Recommended Preparation:,,Distribution Requirement:,LEC9901,2.0 hours / week,,,,,—,,,,,,,,of  available,9999,9999,No,Asynchronous,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,
HIS,The Car in North American History,HIS484H1-F,,,,"This seminar examines the history of the car in North America from the perspective of technology, business, landscape and popular culture. Particular attention is paid to issues of production, consumption, geography, and daily life, and to the importance of class race, gender, region, and age in shaping the meaning and experience of car culture.",HIS263Y1/HIS264H1/HIS271Y1,Humanities,Prerequisite:,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,LEC0101,Tuesday,—,11:00,13:00,,,,,,,,,"Anastakis, D.",of  available,1,16,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0652 MA HISTORY  - Year 4,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494517,,,,,,,,,,,,,,UC B203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
IHPST,Special Research Opportunity in Philosophy of Science I,HPS484H1-F,,,,"This course offers advanced undergraduate students the opportunity to undertake original research into the philosophy of the natural or physical sciences, under the guidance of a faculty mentor.",Permission of instructor,Preparation with instructor,Prerequisite:,"Humanities, Science",Recommended Preparation:,,Distribution Requirement:,LEC9901,2.0 hours / week,,,,,—,,,,,,,,of  available,9999,9999,No,Asynchronous,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,
IHPST,Special Research Opportunity in Philosophy of Science I,HPS484H1-S,,,,"This course offers advanced undergraduate students the opportunity to undertake original research into the philosophy of the natural or physical sciences, under the guidance of a faculty mentor.",Permission of instructor,Preparation with instructor,Prerequisite:,"Humanities, Science",Recommended Preparation:,,Distribution Requirement:,LEC9901,2.0 hours / week,,,,,—,,,,,,,,of  available,9999,9999,No,Asynchronous,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,
IHPST,Special Research Opportunity in Philosophy of Science 2,HPS485H1-F,,,,"This course offers advanced undergraduate students the opportunity to undertake original research into the philosophy of the natural or physical sciences, under the guidance of a faculty mentor.",Permission of instructor,Preparation with instructor,Prerequisite:,Humanities,Recommended Preparation:,,Distribution Requirement:,LEC9901,2.0 hours / week,,,,,—,,,,,,,,of  available,9999,9999,No,Asynchronous,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,
IHPST,Special Research Opportunity in Philosophy of Science 2,HPS485H1-S,,,,"This course offers advanced undergraduate students the opportunity to undertake original research into the philosophy of the natural or physical sciences, under the guidance of a faculty mentor.",Permission of instructor,Preparation with instructor,Prerequisite:,Humanities,Recommended Preparation:,,Distribution Requirement:,LEC9901,2.0 hours / week,,,,,—,,,,,,,,of  available,9999,9999,No,Asynchronous,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,
GER,Independent Study,GER490H1-F,,,,A reading & research project in Germanic literature and/or culture involving a substantive research component. Not eligible for CR/NCR option.,Advanced status: permission of the department. Note: permission needs to be obtained by May 1st for the Fall Term and by Nov. 1st for the Spring Term,Humanities,Prerequisite:,,Distribution Requirement:,,,LEC0101,,—,,,,—,,,,,,,,of  available,9999,9999,No,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,
GER,Independent Study,GER490H1-S,,,,A reading & research project in Germanic literature and/or culture involving a substantive research component. Not eligible for CR/NCR option.,Advanced status: permission of the department. Note: permission needs to be obtained by May 1st for the Fall Term and by Nov. 1st for the Spring Term,Humanities,Prerequisite:,,Distribution Requirement:,,,LEC0101,,—,,,,—,,,,,,,,of  available,9999,9999,No,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,
HIS,Everyday Stalinism,HIS490H1-S,,,,"This seminar explores issues of everyday life in Soviet Russia during the Stalin era. What was the Soviet normal? Topics will include belief systems, dreams and myths, terror, fear, repression, and resistance. Texts include a range of different sources, memoirs, diaries, official state documents, and secondary sources.","Any course in Russian history, culture or politics",Humanities,Recommended Preparation:,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,LEC0101,Tuesday,—,15:00,17:00,,,,,,,,,"Viola, L.",of  available,0,16,Yes: 9 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0652 MA HISTORY  - Year 4,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494544,,,,,,,,,,,,,,LA 340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
GER,Individual Studies,GER491Y1-Y,,,,A scholarly project chosen by the student and supervised by a member of the staff. The form of the project and the manner of its execution are determined in consultation with the supervisor. Not eligible for CR/NCR option.,Advanced status: permission of the department. Note: project proposals need to be submitted by June 1st,Humanities,Prerequisite:,,Distribution Requirement:,,,LEC0101,,—,,,,,,,,,,,,of  available,9999,9999,No,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,
IHPST,Individual Studies,HPS495Y1-Y,,,,"A reading and research project in some aspect of history of science and technology, supervised by a faculty member.",Two HPS courses,"Humanities, Science",Prerequisite:,"Thought, Belief and Behaviour (2)",Distribution Requirement:,,Breadth Requirement:,LEC9901,2.0 hours / week,,,,,,,,,,,,"Burton, E.",of  available,9996,9999,No,Asynchronous,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIS,Topics in History,HIS496H1-F,,,,An in-depth examination of historical issues. Content in any given year depends on instructor. See History website for more details.,"14.0 FCEs including 2.0 FCE HIS course. Further pre-requisites vary from year to year, consult the department.","Students may not take both L0601 (""Critical Histories of the Black Canadian Experience"") and L0701 (""Race in Canada"") offered in 2016-17 Fall/Winter.",Prerequisite:,Humanities,Exclusion:,,Distribution Requirement:,LEC0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subtitle,,,,,,,,,,,,Room,,,,—,
HIS,Topics in History,HIS496H1-S,,,,An in-depth examination of historical issues. Content in any given year depends on instructor. See History website for more details.,"14.0 FCEs including 2.0 FCE HIS course. Further pre-requisites vary from year to year, consult the department.","Students may not take both L0601 (""Critical Histories of the Black Canadian Experience"") and L0701 (""Race in Canada"") offered in 2016-17 Fall/Winter.",Prerequisite:,Humanities,Exclusion:,,Distribution Requirement:,LEC0101,Monday,—,14:00,16:00,Monday,,https://map.utoronto.ca/?id=1809#!m/494510,SS 2119,https://map.utoronto.ca/?id=1809#!m/494517,EM 205,,UC 330,"Tran, N.",of  available,5,16,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0652 MA HISTORY  - Year 4,Wednesday,—,14:00,16:00,Thursday,—,10:00,12:00,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0301,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494463,of  available,10,16,Yes: 0 student,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0401,SS 2110,of  available,0,11,Yes: 0 student,In Person,Subtitle,Subtitle,Subtitle,,,,,,,,,,,,,Subtitle,,,,,,,,,,,,Room,,,,,
IHPST,Individual Studies,HPS496H1-F,,,,"A reading and research project in some aspect of the social, cultural or intellectual history of science and technology, supervised by a faculty member.",Two HPS courses,"Humanities, Science",Prerequisite:,,Distribution Requirement:,,,LEC9901,2.0 hours / week,,,,,—,,,,,,,,of  available,9998,9999,No,Asynchronous,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,
IHPST,Individual Studies,HPS496H1-S,,,,"A reading and research project in some aspect of the social, cultural or intellectual history of science and technology, supervised by a faculty member.",Two HPS courses,"Humanities, Science",Prerequisite:,,Distribution Requirement:,,,LEC9901,2.0 hours / week,,,,,—,,,,,,,,of  available,9999,9999,No,Asynchronous,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,
IHPST,Individual Studies,HPS497H1-F,,,,"A reading and research project in some aspect of the social, cultural or intellectual history of science and technology, supervised by a faculty member.",Two HPS courses,Humanities,Prerequisite:,,Distribution Requirement:,,,LEC9901,2.0 hours / week,,,,,—,,,,,,,,of  available,9999,9999,No,Asynchronous,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,
IHPST,Individual Studies,HPS497H1-S,,,,"A reading and research project in some aspect of the social, cultural or intellectual history of science and technology, supervised by a faculty member.",Two HPS courses,Humanities,Prerequisite:,,Distribution Requirement:,,,LEC9901,2.0 hours / week,,,,,—,,,,,,,,of  available,9999,9999,No,Asynchronous,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,
HIS,Independent Studies,HIS498H1-F,,,,History Majors only. These courses result in the production of an independent research project. This may not necessarily take the form of a thesis. Students must find topics and project supervisors. Not eligible for CR/NCR option. See department website for per-requisites and specific registration instructions.,Humanities,,Distribution Requirement:,,,,,LEC0101,,—,,,,—,,,,,,,,of  available,9996,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,
HIS,Independent Studies,HIS498H1-S,,,,History Majors only. These courses result in the production of an independent research project. This may not necessarily take the form of a thesis. Students must find topics and project supervisors. Not eligible for CR/NCR option. See department website for per-requisites and specific registration instructions.,Humanities,,Distribution Requirement:,,,,,LEC0101,,—,,,,—,,,,,,,,of  available,9998,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,
