resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,headerSect 3,colCode,weekDay,weekDay 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 3,legendControl 4,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,extraTxt 13,legendControl 7,extraTxt 16,headerSect 15,alignC,weekDay 55,dayInfo 94,dayInfo 95,dayInfo 96,weekDay href 22
RLG,Independent Research,RLG490Y1-F,,,,Course Description:,"Student-initiated intensive research courses supervised by faculty members of the Department. The student must obtain both a Supervisor's agreement and the Department's approval in order to register. The maximum number of Independent Research courses one may take is two full-course equivalents. Deadline for submitting applications to Department, including Supervisor's approval, is the first week of classes of the session. A full-course may be compressed into a single session or spread through two sessions; a half-course may similarly be done in either one session or across two sessions. These courses are open to majors and specialists only. Not eligible for CR/NCR option.",Humanities,Distribution Requirement:,,,,,,,Room,LEC0101,,—,,of  available,9998,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,—,,—,,,
RLG,Independent Research,RLG490Y1-S,,,,Course Description:,"Student-initiated intensive research courses supervised by faculty members of the Department. The student must obtain both a Supervisor's agreement and the Department's approval in order to register. The maximum number of Independent Research courses one may take is two full-course equivalents. Deadline for submitting applications to Department, including Supervisor's approval, is the first week of classes of the session. A full-course may be compressed into a single session or spread through two sessions; a half-course may similarly be done in either one session or across two sessions. These courses are open to majors and specialists only. Not eligible for CR/NCR option.",Humanities,Distribution Requirement:,,,,,,,Room,LEC0101,,—,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,—,,—,,,
RLG,Independent Research,RLG490Y1-Y,,,,Course Description:,"Student-initiated intensive research courses supervised by faculty members of the Department. The student must obtain both a Supervisor's agreement and the Department's approval in order to register. The maximum number of Independent Research courses one may take is two full-course equivalents. Deadline for submitting applications to Department, including Supervisor's approval, is the first week of classes of the session. A full-course may be compressed into a single session or spread through two sessions; a half-course may similarly be done in either one session or across two sessions. These courses are open to majors and specialists only. Not eligible for CR/NCR option.",Humanities,Distribution Requirement:,,,,,,,,LEC0101,,—,,of  available,9998,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,—,,—,,,
POL,Topics in Canadian Politics II,POL491H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,Examines in depth enduring and emerging issues in Canadian politics. Content in any given year depends on instructor.,POL214H1/POL214Y1/POL215H5/POL216H5/POL224H1/POL224Y1/POLB50Y3; 1.0 other POL credit in Canadian politics. See the Department's website http://politics.utoronto.ca/undergraduate/courses/fallwinter-timetable/ for POL courses by area group.,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Monday,,"McDougall, A.",of  available,0,15,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,SCSPE2015 Political Science - Specialist  - Year 4,SCSPE2540 IDS (co-op) - Specialist  - Year 4,SCSPE25406 IDS (BSc - co-op) [G Specialist  - Year 4,Seminar will be delivered in person.,Delivery instructions,Note:,Subtitle,,BL 113,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494536
POL,Topics in Canadian Politics II,POL491H1-S,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,Examines in depth enduring and emerging issues in Canadian politics. Content in any given year depends on instructor.,POL214H1/POL214Y1/POL215H5/POL216H5/POL224H1/POL224Y1/POLB50Y3; 1.0 other POL credit in Canadian politics. See the Department's website http://politics.utoronto.ca/undergraduate/courses/fallwinter-timetable/ for POL courses by area group.,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Wednesday,,"Besco, R.",of  available,0,15,Yes: 5 students,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,ERSPE2015 SP POLITICAL SCIENCE  - Year 4,,,Seminar will be delivered in person.,Delivery instructions,Note:,Subtitle,,SS 2114,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494510
RLG,Individual Studies,RLG491H1-F,,,,,,,,,,,,,,Room,LEC0101,,—,,of  available,9998,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,—,,—,,,
RLG,Individual Studies,RLG491H1-S,,,,,,,,,,,,,,Room,LEC0101,,—,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,—,,—,,,
POL,Topics in Comparative Politics IV,POL492H1-S,Delivery instructions,Note:,Seminar will be delivered in person.,Course Description:,Selected issues in comparative politics. Vary from year to year.,2.0 POL credits,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Monday,,"Ewing, C.",of  available,0,15,No,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2015 MA POLITICAL SCIENCE  - Year 4,ASSPE2015 SP POLITICAL SCIENCE  - Year 4,,,,,,,Subtitle,,UC 148,—,10:00,12:00,https://map.utoronto.ca/?id=1809#!m/494517
PSY,Neurobiology of Learning and Memory,PSY492H1-S,,,,Course Description:,Understanding the complexities of how the mammalian nervous system acquires and stores information and how it transforms this information into appropriate behavior is fundamentally important to our understanding of both animal and human behavior. This lecture course explores empirical and theoretical contributions to our understanding of the neural basis of learning and memory.,"PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY260H1/PSYB38H3 or PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Thursday,,"Takehara, K.",of  available,0,50,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1160 MA PSYCHOLOGY,ASMIN1160 MI PSYCHOLOGY,ASSPE1160 SP PSYCHOLOGY,ASSPE1958 SP PSYCHOLOGY RESEARCH(THESIS),,,,,,,SS 1072,—,14:00,17:00,https://map.utoronto.ca/?id=1809#!m/494510
RLG,Independent Research,RLG492H1-F,,,,Course Description:,"Student-initiated intensive research courses supervised by faculty members of the Department. The student must obtain both a Supervisor's agreement and the Department's approval in order to register. The maximum number of Independent Research courses one may take is two full-course equivalents. Deadline for submitting applications to Department, including Supervisor's approval, is the first week of classes of the session. A full-course may be compressed into a single session or spread through two sessions; a half-course may similarly be done in either one session or across two sessions. These courses are open to majors and specialists only. Not eligible for CR/NCR option.",Humanities,Distribution Requirement:,,,,,,,Room,LEC0101,,—,,of  available,9998,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,—,,—,,,
RLG,Independent Research,RLG492H1-S,,,,Course Description:,"Student-initiated intensive research courses supervised by faculty members of the Department. The student must obtain both a Supervisor's agreement and the Department's approval in order to register. The maximum number of Independent Research courses one may take is two full-course equivalents. Deadline for submitting applications to Department, including Supervisor's approval, is the first week of classes of the session. A full-course may be compressed into a single session or spread through two sessions; a half-course may similarly be done in either one session or across two sessions. These courses are open to majors and specialists only. Not eligible for CR/NCR option.",Humanities,Distribution Requirement:,,,,,,,Room,LEC0101,,—,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,—,,—,,,
PSY,Cognitive Neuroscience,PSY493H1-F,,,,Course Description:,"This is a capstone lecture course surveying research on how the mind arises from the brain. The first objective of the course is to understand how processes in human brains (ranging from the firing of a single neuron to the dynamics of billions) support cognitive abilities (such as recognizing a face, remembering a birthday from childhood, understanding the words in a spoken lecture, or planning a route home from class). The second objective of the course is to understand the methods of contemporary cognitive neuroscience research, to enable students to read primary literature and to understand ongoing debates.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY260H1/PSYB38H3 or PSY270H1/PSY270H5/PSYB57H3/COG250Y1 or PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",Prerequisite:,PSYB55H3,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Wednesday,OI 5170,"Grieder, T.",of  available,2,50,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASFOC1540G FOC COGNITIVE PSYCHOLOGY,ASFOC2270G FOC COGNITIVE PSYCHOLOGY,ASMAJ1160 MA PSYCHOLOGY,ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,,,,,,SS 1084,—,11:00,14:00,https://map.utoronto.ca/?id=1809#!m/494510
